timestamp_utc;looted_by__alliance;looted_by__guild;looted_by__name;item_id;item_name;quantity;looted_from__alliance;looted_from__guild;looted_from__name
2025-12-04T16:36:31.843Z;;Technique;XoGoKuoX;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:31.973Z;;Technique;OchipiceR;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:31.973Z;;Technique;XoGoKuoX;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:31.998Z;638841636980653197;QUILL;Bigshots271;T5_RELIC;Expert's Relic;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:32.150Z;;Technique;XoGoKuoX;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:32.345Z;CRIT;COALITION;skrillaz;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:32.751Z;;Technique;XoGoKuoX;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:33.172Z;;Technique;Altair917;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:33.651Z;;Technique;reiOenkow;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:34.145Z;;Technique;Altair917;T6_SOUL;Master's Soul;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:34.256Z;FCKU;Mid;DontBlameMe;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:34.578Z;FCKU;Mid;DontBlameMe;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:35.337Z;FCKU;Mid;DontBlameMe;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:35.341Z;;Technique;reiOenkow;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:35.342Z;FCKU;Mid;DontBlameMe;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:35.426Z;FCKU;Mid;DontBlameMe;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:35.427Z;;Technique;OchipiceR;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:36:35.511Z;;Technique;reiOenkow;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:35.751Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;2;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:35.920Z;638841636980653197;QUILL;Bigshots271;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:36:36.300Z;;Technique;reiOenkow;T4_SHARD_AVALONIAN;Adept's Avalonian Shard;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:37.404Z;CRIT;COALITION;skrillaz;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:37.719Z;CRIT;COALITION;skrillaz;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:38.016Z;CRIT;COALITION;skrillaz;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_STATUE_ELITE
2025-12-04T16:36:40.113Z;CRIT;COALITION;skrillaz;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:37:17.719Z;;Technique;Deknight;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:37:17.972Z;;Technique;Deknight;T5_SOUL;Expert's Soul;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:37:19.375Z;;Technique;Altair917;T5_SOUL;Expert's Soul;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:37:20.086Z;;Technique;Deknight;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:37:20.110Z;;Technique;reNameLess;T4_SHARD_AVALONIAN;Adept's Avalonian Shard;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:37:21.111Z;;Technique;OchipiceR;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:37:21.289Z;;Technique;XoGoKuoX;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:37:21.579Z;;Technique;XoGoKuoX;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:37:22.360Z;;Technique;Altair917;T6_2H_LONGBOW;Master's Longbow;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:37:22.458Z;;Technique;reNameLess;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:37:22.971Z;;Technique;OchipiceR;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:37:23.032Z;FCKU;Mid;DontBlameMe;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:37:23.126Z;;Technique;reNameLess;T5_RELIC;Expert's Relic;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:37:23.393Z;;Technique;reNameLess;T5_RELIC;Expert's Relic;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:37:23.681Z;;Technique;XoGoKuoX;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_CLERIC_ELITE
2025-12-04T16:37:46.898Z;;Technique;XoGoKuoX;T4_RUNE;Adept's Rune;2;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:37:47.078Z;;Technique;XoGoKuoX;T6_SHARD_AVALONIAN;Master's Avalonian Shard;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:37:51.954Z;;Technique;Deknight;T4_RUNE;Adept's Rune;4;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:37:53.004Z;CRIT;COALITION;skrillaz;T6_RUNE;Master's Rune;2;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:37:53.033Z;;Technique;Deknight;T4_RUNE;Adept's Rune;2;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:37:53.229Z;;Technique;reNameLess;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:37:53.274Z;;Technique;Deknight;T5_RUNE;Expert's Rune;2;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:37:53.345Z;CRIT;COALITION;skrillaz;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:37:53.736Z;;Technique;reNameLess;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:37:54.019Z;CRIT;COALITION;skrillaz;T6_SOUL;Master's Soul;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:37:54.020Z;;Technique;reNameLess;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:37:54.050Z;;Technique;reNameLess;T4_SKILLBOOK_STANDARD;Adept's Tome of Insight;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:37:54.206Z;;Technique;reiOenkow;T5_SOUL;Expert's Soul;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:37:54.454Z;;Technique;reiOenkow;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:37:55.102Z;;Noob Family;proplayerr06;T5_RELIC;Expert's Relic;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:37:55.707Z;;Technique;Altair917;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:37:55.718Z;FCKU;Mid;DontBlameMe;T5_SOUL;Expert's Soul;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:37:56.044Z;638841636980653197;QUILL;Bigshots271;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:37:56.046Z;FCKU;Mid;DontBlameMe;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:37:56.107Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:37:56.507Z;;Technique;reiOenkow;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:37:56.798Z;;Technique;reiOenkow;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:37:56.915Z;;Noob Family;proplayerr06;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:37:57.142Z;;Technique;reiOenkow;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:37:57.394Z;;Noob Family;proplayerr06;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:37:58.299Z;;Noob Family;proplayerr06;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:38:13.251Z;;Technique;Deknight;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:38:13.535Z;;Technique;Deknight;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:38:13.761Z;;Technique;XoGoKuoX;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:38:13.787Z;;Technique;Deknight;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:38:13.973Z;;Technique;XoGoKuoX;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:38:14.109Z;;Technique;Altair917;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:38:15.005Z;;Technique;reiOenkow;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:38:15.275Z;;Technique;reiOenkow;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:38:15.707Z;;Noob Family;proplayerr06;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:38:16.897Z;;Technique;OchipiceR;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:38:16.944Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:38:17.314Z;;Technique;reiOenkow;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:38:18.051Z;;Technique;reiOenkow;T5_SHARD_AVALONIAN;Expert's Avalonian Shard;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:38:18.352Z;;Technique;reiOenkow;T5_SHARD_AVALONIAN;Expert's Avalonian Shard;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:38:42.794Z;;Technique;XoGoKuoX;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:38:42.923Z;;Technique;XoGoKuoX;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:38:43.389Z;;Technique;reNameLess;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:38:43.626Z;;Technique;reNameLess;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:38:43.829Z;;Noob Family;proplayerr06;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:38:44.159Z;;Noob Family;proplayerr06;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:38:44.197Z;;Noob Family;proplayerr06;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:38:44.316Z;;Technique;Deknight;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:38:44.361Z;;Technique;reiOenkow;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:38:44.547Z;;Technique;XoGoKuoX;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:44.642Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:38:44.673Z;;Noob Family;proplayerr06;T5_RUNE;Expert's Rune;3;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:38:45.202Z;;Technique;reNameLess;T4_SHARD_AVALONIAN;Adept's Avalonian Shard;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:45.332Z;;Technique;reiOenkow;T4_SKILLBOOK_STANDARD;Adept's Tome of Insight;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:38:45.875Z;;Technique;XoGoKuoX;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:46.460Z;;Technique;reNameLess;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:46.594Z;CRIT;COALITION;skrillaz;TREASURE_RITUAL_RARITY3;Sacrificial Dagger;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:46.595Z;FCKU;Mid;DontBlameMe;T7_RELIC;Grandmaster's Relic;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:38:46.719Z;;Technique;reNameLess;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:46.788Z;FCKU;Mid;DontBlameMe;T5_SOUL;Expert's Soul;1;;;@MOB_T6_MOB_RD_AVALON_BERSERK_ELITE
2025-12-04T16:38:46.854Z;CRIT;COALITION;skrillaz;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:47.364Z;;Technique;reiOenkow;TREASURE_KNOWLEDGE_RARITY2;Thin Booklet;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:47.611Z;;Technique;Deknight;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:47.664Z;;Technique;reiOenkow;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:47.815Z;;Noob Family;proplayerr06;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:47.927Z;;Technique;Deknight;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:47.992Z;;Technique;XoGoKuoX;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:48.223Z;;Technique;Altair917;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:48.736Z;;Technique;Deknight;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:49.103Z;;Technique;reiOenkow;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:49.283Z;;Technique;Deknight;T5_SHARD_AVALONIAN;Expert's Avalonian Shard;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:49.400Z;;Technique;XoGoKuoX;T4_RUNE;Adept's Rune;2;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:49.609Z;;Technique;XoGoKuoX;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:49.610Z;;Technique;reNameLess;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:49.786Z;CRIT;COALITION;skrillaz;T6_SOUL;Master's Soul;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:50.843Z;;Technique;reiOenkow;T6_SOUL;Master's Soul;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:52.595Z;;Technique;Deknight;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:38:54.893Z;CRIT;COALITION;skrillaz;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:39:10.748Z;;Technique;XoGoKuoX;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_MINION_ELITE
2025-12-04T16:39:14.986Z;;Technique;XoGoKuoX;T4_RUNE;Adept's Rune;2;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:39:15.188Z;;Technique;XoGoKuoX;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:39:15.410Z;;Technique;XoGoKuoX;TREASURE_DECORATIVE_RARITY3;Stone Idol;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:39:21.998Z;;Noob Family;proplayerr06;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_MINION_ELITE
2025-12-04T16:39:24.925Z;FCKU;Mid;DontBlameMe;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_MINION_ELITE
2025-12-04T16:39:25.297Z;;Technique;XoGoKuoX;T4_RUNE;Adept's Rune;2;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:39:26.986Z;FCKU;Mid;DontBlameMe;T6_RELIC;Master's Relic;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:39:27.276Z;FCKU;Mid;DontBlameMe;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:39:34.465Z;;Technique;Deknight;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:39:34.471Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_MINION_ELITE
2025-12-04T16:39:34.720Z;;Technique;Deknight;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:39:34.734Z;;Technique;reiOenkow;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_MINION_ELITE
2025-12-04T16:39:34.853Z;;Noob Family;proplayerr06;T6_SOUL;Master's Soul;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:39:34.959Z;;Technique;Deknight;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:39:35.735Z;;Technique;Altair917;T6_RELIC;Master's Relic;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:39:36.705Z;FCKU;Mid;DontBlameMe;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:39:36.847Z;;Technique;reiOenkow;T5_RUNE;Expert's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:39:36.971Z;FCKU;Mid;DontBlameMe;T6_SOUL;Master's Soul;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:39:37.223Z;;Technique;reiOenkow;T5_SOUL;Expert's Soul;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:39:37.268Z;;Technique;reNameLess;T6_SOUL;Master's Soul;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:39:37.861Z;FCKU;Mid;DontBlameMe;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:39:37.990Z;;Noob Family;proplayerr06;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_MINION_ELITE
2025-12-04T16:39:38.123Z;FCKU;Mid;DontBlameMe;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:39:38.438Z;;Technique;reiOenkow;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:39:38.703Z;;Technique;Altair917;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:39:39.623Z;;Technique;reNameLess;T6_RUNE;Master's Rune;2;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:39:39.648Z;;Technique;reiOenkow;T4_SOUL;Adept's Soul;1;;;@MOB_T6_MOB_RD_AVALON_MINION_ELITE
2025-12-04T16:39:39.909Z;CRIT;COALITION;skrillaz;T4_RELIC;Adept's Relic;1;;;@MOB_T6_MOB_RD_AVALON_MINION_ELITE
2025-12-04T16:39:40.084Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_MINION_ELITE
2025-12-04T16:39:40.359Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_MINION_ELITE
2025-12-04T16:39:41.081Z;;Technique;reiOenkow;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:39:41.422Z;;Technique;reiOenkow;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_BOWMAN_ELITE
2025-12-04T16:39:42.532Z;;Technique;Altair917;T5_SOUL;Expert's Soul;1;;;@MOB_T6_MOB_RD_AVALON_MINION_ELITE
2025-12-04T16:39:42.535Z;CRIT;COALITION;skrillaz;T6_SOUL;Master's Soul;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:39:42.766Z;CRIT;COALITION;skrillaz;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:39:43.086Z;CRIT;COALITION;skrillaz;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_KNIGHT_ELITE
2025-12-04T16:40:14.581Z;;Technique;Deknight;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:40:17.018Z;;Technique;XoGoKuoX;T5_RUNE;Expert's Rune;2;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:40:18.865Z;;Technique;XoGoKuoX;T4_RUNE;Adept's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:40:21.098Z;;Technique;reNameLess;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:40:21.369Z;;Technique;reNameLess;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:40:22.162Z;;Technique;reNameLess;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:40:22.446Z;;Technique;reNameLess;QUESTITEM_TOKEN_AVALON;Avalonian Energy;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
2025-12-04T16:40:22.537Z;;Technique;reNameLess;T6_RUNE;Master's Rune;1;;;@MOB_T6_MOB_RD_AVALON_PIKEMAN_ELITE
